score,room,rank,occupancy
22.444395126126839,New Pembroke #4 421,1178,1
22.457689640412596,Minden 702,1179,3
22.464529348567627,New Pembroke #1 305,1180,1
22.472205054244231,Harkness House 320,1181,1
22.48205670096948,Gregorian Quad B 405,1182,2
22.510861713982568,Grad Center C 620,1183,5
22.51270320020371,Minden 302,1184,3
22.519826413963251,Caswell Hall 102,1185,2
22.523675566360556,Grad Center B 320,1186,5
22.52655508154502,Diman House 229A,1187,1
22.538007820117485,Grad Center C 230,1188,6
22.544302209013509,Hope College 416,1189,1
22.552321044304502,Mead House 103,1190,1
22.557064529507294,Harkness House 400A,1191,7
22.566342658934079,Plantations House 202,1192,2
22.570021614162055,Caswell Hall 410,1193,2
22.574367763142931,Caswell Hall 210,1194,2
22.57895611404501,Barbour Hall Apartments 220,1195,4
22.592951598062076,Diman House 309,1196,1
22.594746727253199,Barbour Hall 305,1197,2
22.603296536208422,Barbour Hall 201,1198,2
22.610044474636137,Bronson House 406,1199,1
22.612013547136172,Grad Center C 420,1200,5
22.634352391228486,Grad Center B 520,1201,5
22.651922451519017,Caswell Hall 111,1202,2
22.662053863060478,Olney House 214,1203,2
22.664072751004724,Grad Center C 210,1204,6
22.684254615234053,Plantations House 301,1205,3
22.691865130404167,Miller 124,1206,2
22.698548213390414,Barbour Hall Apartments 120,1207,4
22.706520541023529,Grad Center C 320,1208,5
22.709578093898671,Chapin House 400B,1209,5
22.711731233225731,Hope College 120,1210,2
22.716475658487962,Gregorian Quad A 410,1211,2
22.782094632875154,Caswell Hall 402,1212,2
22.809156708185224,Caswell Hall 311,1213,2
22.827448542167833,Caswell Hall 412,1214,2
22.848899915353631,Caswell Hall 206,1215,2
22.86943981377815,Caswell Hall 401,1216,2
22.875726019894902,Caswell Hall 302,1217,2
22.878215371775532,Caswell Hall 406,1218,2
22.880269746013347,Gregorian Quad A 408A,1219,2
22.902790853174736,Grad Center B 230,1220,5
22.912878474779198,Diman House 208,1221,2
22.919666011423001,Grad Center B 410,1222,6
22.92041560524277,Grad Center A 210,1223,5
22.948830644133182,Caswell Hall 407,1224,2
22.951317006007859,Minden 602,1225,3
22.978250586152114,Diman House 229B,1226,1
22.980780547935968,New Pembroke #1 204,1227,1
22.999355211173349,Marcy House 400A,1228,6
23.003574327384808,Grad Center D 210,1229,4
23.006485401818622,Grad Center D 420,1230,5
23.009866222242945,Barbour Hall 301,1231,2
23.013157566243812,Barbour Hall Apartments 190,1232,4
23.018583023196474,Caswell Hall 207,1233,2
23.026294546307366,New Pembroke #3 205,1234,1
23.039416914574005,Caswell Hall 306,1235,2
23.039629875387593,Grad Center B 110,1236,5
23.068262093321348,Hope College 312,1237,2
23.102179790516004,Minden 402,1238,3
23.116629178232685,Grad Center D 410,1239,5
23.133670374557649,Barbour Hall 308,1240,2
23.141983426912773,Hope College 412,1241,2
23.162457951293884,Goddard House 400A,1242,6
23.164125179095134,Caswell Hall 307,1243,2
23.194827009486403,Wayland House 338,1244,1
23.197503514719635,Barbour Hall Apartments 180,1245,4
23.205540252403232,Barbour Hall 205,1246,2
23.210826500563222,Barbour Hall 206,1247,2
23.21632752691718,Caswell Hall 201,1248,2
23.2163735324878,Fake Building 14,1249,1
23.2163735324878,Fake Building 15,1250,1
23.217554327649594,New Pembroke #1 407,1251,1
23.222210611447451,Caswell Hall 301,1252,2
23.227251466508527,Chapin House 400A,1253,8
23.229326320464136,Grad Center C 240,1254,5
23.231266905371797,Caswell Hall 110,1255,2
23.234501965588606,Harkness House 400B,1256,8
23.240330660950086,Caswell Hall 404,1257,2
23.265439642384052,Caswell Hall 409,1258,2
23.278954868406686,Caswell Hall 405,1259,2
23.292233363739115,Minden 612,1260,3
23.306316433636333,Grad Center B 240,1261,5
23.308926354164207,Caswell Hall 211,1262,2
23.31380591714418,Grad Center D 310,1263,5
23.318364000162774,Caswell Hall 403,1264,2
23.352574453930714,Caswell Hall 408,1265,2
23.35377229005509,Grad Center A 620,1266,6
23.355644632927753,Olney House 400A,1267,8
23.372954939451514,Caswell Hall 303,1268,2
23.386623923757266,Grad Center D 530,1269,4
23.40086212148605,Caswell Hall 310,1270,2
23.408475100841496,Grad Center D 610,1271,5
23.409399821439251,Harkness House 214,1272,2
23.409399821439251,Hope College 306,1273,1
23.411933440521892,Grad Center D 510,1274,5
23.424817426359194,Caswell Hall 212,1275,2
23.44534537617772,Grad Center A 340,1276,6
23.45207879911715,Hope College 319,1277,2
23.452946403557142,Grad Center D 430,1278,5
23.458330502773499,Caswell Hall 205,1279,2
23.459984997420733,Grad Center D 230,1280,5
23.460697797472523,Grad Center A 240,1281,6
23.475859478924303,Grad Center A 220,1282,5
23.482719506951074,Caswell Hall 305,1283,2
23.485397850660348,Hope College 112,1284,2
23.488679514050666,Caswell Hall 312,1285,2
23.505849942958012,Grad Center D 520,1286,6
23.506454549420951,Caswell Hall 209,1287,2
23.514788813860733,Grad Center D 330,1288,5
23.51939870854298,Caswell Hall 309,1289,2
23.533590014823393,Barbour Hall Apartments 150,1290,5
23.536560486318045,Diman House 308,1291,2
23.541472022042793,Caswell Hall 304,1292,2
23.544872205766442,Diman House 307,1293,2
23.54643367839973,Minden 502,1294,3
23.546938480870274,Caswell Hall 208,1295,2
23.566528116061296,Caswell Hall 204,1296,2
23.573097776441969,Grad Center D 540,1297,6
23.57849842971941,Hope College 419,1298,2
23.57849842971941,Hope College 420,1299,2
23.607901212003867,Hegeman B105,1300,2
23.638614358471855,Caswell Hall 308,1301,2
23.63976866433131,Grad Center D 440,1302,6
23.649639887674908,Gregorian Quad B 401,1303,2
23.652492759619737,Grad Center D 120,1304,4
23.66646411729684,Caswell Hall 105,1305,2
23.690758177739752,Gregorian Quad A 408F,1306,2
23.690949105607558,Diman House 221,1307,3
23.696974892874827,Caswell Hall 106,1308,2
23.697645006840027,Diman House 304,1309,2
23.706539182259394,Littlefield Hall 312,1310,2
23.721330964108908,Caswell Hall 101,1311,2
23.728675406123699,Barbour Hall Apartments 250,1312,5
23.751068870482122,Grad Center A 140,1313,5
23.787039882458128,Littlefield Hall 208,1314,2
23.787039882458128,Littlefield Hall 211,1315,2
23.788805691298975,New Pembroke #2 315,1316,2
23.794827776978508,Caswell Hall 103,1317,2
23.807003251882733,Caswell Hall 107,1318,2
23.822723066212234,Grad Center D 140,1319,4
23.824075965354748,Diman House 227,1320,2
23.832750575625969,Machado House 36,1321,1
23.838214328304524,Littlefield Hall 101,1322,2
23.845325041880816,Grad Center D 630,1323,5
23.852799833052856,Barbour Hall 203,1324,2
23.864191038747961,Caswell Hall 108,1325,2
23.866252257038941,Diman House 334,1326,2
23.86758984411248,New Pembroke #2 102,1327,2
23.868928447579222,Hope College 401,1328,2
23.878993486002781,Marcy House 225,1329,3
23.883037833959822,Caswell Hall 109,1330,2
23.885963269607988,Diman House 327,1331,2
23.895606290697042,Diman House 207,1332,2
23.908794426996259,Caswell Hall 104,1333,2
23.90950212709717,Diman House 400A,1334,8
23.916521486202797,Hope College 212,1335,2
23.922350317209045,Hope College 402,1336,2
23.945487597798884,Sears House 214,1337,2
23.96601454226991,111 Brown Street 301,1338,2
23.975529907040215,Hope College 219,1339,2
23.975529907040215,Hope College 220,1340,2
23.979157616563597,Harkness House 113,1341,2
23.9804873635332,Barbour Hall 108,1342,2
23.983020420289957,Diman House 328,1343,2
23.991855070639094,Littlefield Hall 212,1344,2
23.995652720915167,Barbour Hall Apartments 320,1345,4
23.998366416699152,Metcalf 120,1346,2
24.016296912423964,Barbour Hall 306,1347,2
24.022012076161889,Plantations House 303,1348,2
24.025939212419662,Plantations House 201,1349,2
24.033103613326414,Diman House 233,1350,2
24.037989660899953,Marcy House 340,1351,2
24.040747768067252,Goddard House 308,1352,2
24.041630560342615,Harkness House 230,1353,2
24.044294155851205,Caswell Hall 112,1354,2
24.045228219396673,Littlefield Hall 201,1355,2
24.059973636062598,Marcy House 341,1356,2
24.062513293690017,Grad Center A 130,1357,5
24.075637665566909,Barbour Hall Apartments 30,1358,4
24.111027016343598,Harkness House 207,1359,2
24.12036529364374,Diman House 231,1360,2
24.127053105535985,Barbour Hall Apartments 350,1361,5
24.136586141090167,Grad Center D 340,1362,6
24.138510416327364,Grad Center C 220,1363,5
24.139645029856705,Barbour Hall 106,1364,2
24.144134684742404,Grad Center D 640,1365,6
24.153823176645496,Bronson House 319,1366,3
24.160925261559473,Diman House 400B,1367,8
24.185354852010121,Diman House 331,1368,2
24.194129914198168,Diman House 333,1369,2
24.19525185926441,Hope College 119,1370,2
24.196451513684941,Barbour Hall 303,1371,2
24.197329228300585,New Pembroke #1 315,1372,2
24.201621820462453,111 Brown Street 201,1373,2
24.228082879171435,Littlefield Hall 302,1374,2
24.228082879171435,Littlefield Hall 305,1375,2
24.228082879171435,Littlefield Hall 307,1376,2
24.238241139146972,111 Brown Street 302,1377,2
24.248711305964282,Hope College 317,1378,2
24.248711305964282,Marcy House 312,1379,1
24.248711305964282,Marcy House 313,1380,1
24.248711305964282,Marcy House 314,1381,1
24.248711305964282,Marcy House 315,1382,1
24.251901914573452,Hope College 201,1383,2
24.272999757562097,Littlefield Hall 207,1384,2
24.273761188935623,Hope College 320,1385,2
24.283795312984623,Diman House 321,1386,2
24.285214146028984,111 Brown Street 202,1387,2
24.291617922430202,111 Brown Street 203,1388,2
24.297185807140082,Harkness House 201,1389,2
24.305785024967697,Hope College 301,1390,2
24.308263803036716,Harkness House 117,1391,2
24.310491562286437,Harkness House 208,1392,2
24.310491562286437,Littlefield Hall 308,1393,2
24.310491562286437,Littlefield Hall 309,1394,2
24.310491562286437,Littlefield Hall 311,1395,2
24.311081399481317,Grad Center B 120,1396,5
24.325437403832307,Grad Center B 210,1397,6
24.332494419623043,Harkness House 302,1398,2
24.332863467044529,Jameson House 117,1399,3
24.335559612477066,Hope College 302,1400,2
24.336428912818331,Diman House 301,1401,2
24.336428912818331,Diman House 302,1402,2
24.360504418285121,Littlefield Hall 209,1403,2
24.360635231557776,Harkness House 202,1404,2
24.361983468843288,Harkness House 204,1405,2
24.392621835300936,Diman House 228,1406,2
24.392621835300936,Hope College 417,1407,2
24.40044932845414,New Pembroke #1 415,1408,2
24.401059828422419,Littlefield Hall 112,1409,2
24.420071403279639,Grad Center D 240,1410,6
24.441679779117724,Hope College 202,1411,2
24.442005573676809,Sears House 330,1412,2
24.451589030323195,Hope College 203,1413,2
24.463576547377052,Diman House 317,1414,2
24.499434257674267,Grad Center D 320,1415,6
24.505594002812344,New Pembroke #1 201,1416,2
24.511415583214813,New Pembroke #2 206,1417,2
24.515301344262525,Diman House 201,1418,1
24.515301344262525,Diman House 202,1419,2
24.515301344262525,Diman House 204,1420,2
24.515301344262525,Littlefield Hall 301,1421,2
24.516538753890735,Littlefield Hall 102,1422,2
24.517897911974003,Barbour Hall Apartments 380,1423,4
24.531049143409188,Harkness House 330,1424,2
24.535688292770594,Marcy House 241,1425,2
24.535688292770594,Marcy House 242,1426,2
24.53889921107735,Hope College 107,1427,2
24.542100013538004,Chapin House 314,1428,2
24.543530417059266,Harkness House 328,1429,2
24.544732681429693,Diman House 234,1430,2
24.545105559555196,Hope College 215,1431,1
24.552001967658196,Minden 101,1432,3
24.555114419719455,Minden 412,1433,4
24.556058315617349,Machado House 37,1434,1
24.563910120683055,Harkness House 329,1435,2
24.567241907495802,Minden 512,1436,4
24.574148631730111,Harkness House 323,1437,2
24.576411454889016,Caswell Hall 203,1438,2
24.577740983447967,Grad Center D 220,1439,6
24.579790602175123,Diman House 217,1440,2
24.594458440240178,Hope College 217,1441,2
24.59653774914436,Littlefield Hall 109,1442,2
24.603915806095468,New Pembroke #2 105,1443,2
24.604037436382512,Littlefield Hall 202,1444,2
24.604037436382512,Littlefield Hall 205,1445,2
24.606739707359729,Littlefield Hall 107,1446,2
24.615591423485988,New Pembroke #1 301,1447,2
24.616429339182243,Barbour Hall 103,1448,2
24.619468211682371,111 Brown Street 102,1449,2
24.629841613588276,Hope College 207,1450,2
24.637369989509839,Machado 123,1451,1
24.664133664994097,Grad Center D 110,1452,5
24.67785050194415,Goddard House 342,1453,2
24.689879656909909,Harkness House 301,1454,2
24.691034105748326,Harkness House 324,1455,2
24.692978431147971,Harkness House 304,1456,2
24.698178070456937,Diman House 127,1457,2
24.698178070456937,Harkness House 228,1458,2
24.709253846607314,Grad Center C 140,1459,5
24.71210187071345,Marcy House 321,1460,2
24.718414188616549,Marcy House 304,1461,2
24.728167675935552,Barbour Hall 202,1462,2
24.737444710712687,Littlefield Hall 105,1463,2
24.747646668928059,Littlefield Hall 108,1464,2
24.754090563635557,Hope College 303,1465,2
24.775424690089849,Diman House 117,1466,2
24.776811870008551,New Pembroke #2 215,1467,2
24.783178673125956,Minden 212,1468,4
24.788678993021893,East Andrews 214,1469,3
24.791039503501004,Chapin House 313,1470,2
24.792413532129775,Harkness House 213,1471,2
24.792413532129775,Harkness House 217,1472,2
24.795818896409934,Marcy House 325,1473,2
24.805831130568961,Hope College 415,1474,2
24.813383432617563,Hope College 403,1475,2
24.816111323233198,Miller 121,1476,3
24.819347291981714,Machado 239,1477,2
24.847328984145435,Littlefield Hall 111,1478,2
24.858821973884545,Harkness House 223,1479,2
24.873215805033343,Grad Center B 140,1480,5
24.884888458099987,Hope College 407,1481,2
24.892818320487645,Sears House 224,1482,2
24.904515387604089,Minden 312,1483,4
24.90763519156847,Hope College 307,1484,2
24.910778407918155,Minden 612,1485,4
24.931530528841453,Minden 712,1486,4
24.93927509022042,Harkness House 313,1487,2
24.93927509022042,Harkness House 317,1488,2
24.943082970085793,Marcy House 221,1489,2
24.971457165473211,Diman House 121,1490,2
24.988556654238938,Sears House 308,1491,2
25.001638785738606,Barbour Hall 203,1492,3
25.014463859652633,Goddard House 323,1493,2
25.017405830602705,Goddard House 302,1494,2
25.035950259359815,Sears House 230,1495,2
25.03996805109783,Everett House 124,1496,3
25.041838608763655,Sears House 329,1497,2
25.063954819776267,Chapin House 217,1498,2
25.07481851667897,Goddard House 304,1499,2
25.0773272248362,New Pembroke #1 401,1500,2
25.08426656234596,Chapin House 330,1501,2
25.099413438472645,East Andrews 452,1502,2
25.099800796022265,Machado 315,1503,3
25.119713374160941,Harkness House 314,1504,2
25.122636677062037,Barbour Hall 205,1505,3
25.123999196922966,Goddard House 301,1506,2
25.124379042252752,Chapin House 214,1507,2
25.142930292274606,Sears House 229,1508,2
25.159491250818249,Goddard House 346,1509,2
25.159491250818249,Goddard House 347,1510,2
25.159491250818249,Goddard House 348,1511,2
25.161293837871249,Sears House 301,1512,2
25.166529183722794,Diman House 215,1513,3
25.199206336708304,Machado House 32,1514,1
25.199206336708304,Machado House 33,1515,1
25.214075271953078,Marcy House 121,1516,2
25.23143377327834,Goddard House 327,1517,2
25.239728351833193,Sears House 304,1518,2
25.24589089274037,Barbour Hall 105,1519,3
25.247702670905745,Sears House 328,1520,2
25.250553047315361,Sears House 228,1521,2
25.269244803147604,Marcy House 125,1522,2
25.278449319529077,Chapin House 228,1523,2
25.278449319529077,Wayland House 348,1524,2
25.299349783458872,Chapin House 324,1525,2
25.310537031034976,Chapin House 328,1526,2
25.330393953693733,Diman House 315,1527,3
25.331149014003028,Sears House 307,1528,2
25.33598964352521,Everett House 407,1529,3
25.340549388913047,Sears House 317,1530,2
25.350930227628169,Goddard House 223,1531,2
25.369316876852981,Chapin House 229,1532,2
25.369316876852981,Chapin House 230,1533,2
25.370467991023609,Machado 39,1534,2
25.382068080155893,Olney House 313,1535,2
25.385932859822777,Olney House 317,1536,2
25.39110827821677,Sears House 302,1537,2
25.396850198400589,Wayland House 301,1538,2
25.396850198400589,Wayland House 303,1539,2
25.396850198400589,Wayland House 305,1540,2
25.400455255351204,Goddard House 227,1541,2
25.408278904470034,Sears House 313,1542,2
25.416530054277668,Wayland House 307,1543,2
25.416530054277668,Wayland House 311,1544,2
25.416530054277668,Wayland House 314,1545,2
25.426698363165144,Chapin House 317,1546,2
25.43309195883462,Machado 30,1547,2
25.435275551299149,Sears House 323,1548,2
25.436194683953808,Perkins Hall 316,1549,2
25.464107652797594,Olney House 116,1550,2
25.471318511025263,Chapin House 213,1551,2
25.491142160411567,Jameson House 307,1552,3
25.494273739297661,Sears House 223,1553,2
25.495097567963924,New Pembroke #2 207,1554,2
25.495097567963924,Wayland House 325,1555,2
25.495097567963924,Wayland House 336,1556,2
25.495097567963924,Wayland House 343,1557,2
25.501333398855191,Sears House 314,1558,2
25.506554912418615,Sears House 217,1559,2
25.517804441220001,Marcy House 119,1560,3
25.52589179810257,Marcy House 319,1561,3
25.531457130376197,Chapin House 329,1562,2
25.53169107749617,Diman House 115,1563,3
25.535992229308533,Sears House 213,1564,2
25.551946620501525,East Andrews 416,1565,2
25.551946620501525,East Andrews 450,1566,2
25.553864678361276,King House 103,1567,2
25.553864678361276,King House 107,1568,2
25.573423705088842,Poland House 224,1569,3
25.574794368954755,West Andrews 211,1570,3
25.586615114158583,Chapin House 323,1571,2
25.590756740859526,Marcy House 301,1572,2
25.599163136999984,Olney House 217,1573,2
25.60013577235868,Marcy House 302,1574,2
25.601603380344034,Olney House 213,1575,2
25.619418142302624,Olney House 113,1576,2
25.620232411746365,Jameson House 209,1577,4
25.625394295920476,Goddard House 217,1578,2
25.625832837337885,Marcy House 219,1579,3
25.634400751603494,Harkness House 224,1580,2
25.643228808416929,Goddard House 127,1581,2
25.651510676761319,Sears House 324,1582,2
25.659136619986572,Sears House 113,1583,2
25.670995305986871,Grad Center C 130,1584,5
25.673051369495777,Barbour Hall 103,1585,3
25.69615728858825,Sears House 117,1586,2
25.696627675854238,Olney House 117,1587,2
25.729331305390254,New Pembroke #2 306,1588,2
25.753053963402031,Barbour Hall 303,1589,3
25.768197453450252,Machado 126,1590,2
25.769454680801431,Chapin House 117,1591,2
25.787593916455254,Barbour Hall 302,1592,2
25.787593916455254,New Pembroke #4 305,1593,2
25.787593916455254,New Pembroke #4 307,1594,2
25.797139237727226,East Andrews 314,1595,3
25.80697580112788,Machado 326,1596,2
25.838810101972289,Archibald House 319,1597,4
25.912071951887953,Mead House 211,1598,3
25.942243542145693,Perkins Hall 21,1599,2
25.96150997149434,Fake Building 16,1600,1
25.96150997149434,Marcy House 210,1601,1
25.96150997149434,Marcy House 308,1602,2
25.98076211353316,Marcy House 208,1603,2
26.0,New Pembroke #4 225,1604,2
26.000529880893097,Chapin House 113,1605,2
26.057628441590765,Fake Building 17,1606,1
26.057628441590765,Fake Building 18,1607,1
26.076219190038127,West Andrews 411,1608,3
26.076809620810597,Chapin House 307,1609,2
26.147101068431809,Poland House 216,1610,3
26.153393661244042,New Pembroke #4 405,1611,2
26.153393661244042,New Pembroke #4 407,1612,2
26.172504656604801,New Pembroke #4 203,1613,2
26.172504656604801,New Pembroke #4 205,1614,2
26.172504656604801,New Pembroke #4 207,1615,2
26.19160170741759,New Pembroke #4 309,1616,2
26.267851073127396,New Pembroke #3 207,1617,2
26.267851073127396,New Pembroke #3 307,1618,2
26.343879744638983,Chapin House 301,1619,2
26.368093662379973,East Andrews 414,1620,3
26.381811916545839,Machado House 315,1621,3
26.381811916545839,New Pembroke #3 109,1622,2
26.393109716173004,Everett House 309,1623,4
26.40075756488817,Perkins Hall 330,1624,1
26.438608132804571,New Pembroke #3 111,1625,2
26.532998322843198,New Pembroke #4 215,1626,2
26.551836094703507,New Pembroke #3 201,1627,2
26.589471600616662,Marcy House 310,1628,1
26.589471600616662,New Pembroke #4 315,1629,1
26.608269391300141,Perkins Hall 8,1630,1
26.627053911388696,New Pembroke #3 208,1631,2
26.627053911388696,New Pembroke #3 209,1632,2
26.645825188948457,Perkins Hall 134,1633,1
26.664583251946766,New Pembroke #4 411,1634,2
26.664583251946766,Perkins Hall 102,1635,1
26.664583251946766,Perkins Hall 22,1636,2
26.739483914241877,New Pembroke #3 301,1637,2
26.739483914241877,New Pembroke #3 309,1638,2
26.739483914241877,New Pembroke #3 311,1639,2
26.739483914241877,New Pembroke #3 313,1640,2
26.776855677991769,Machado House 34,1641,1
26.776855677991769,Machado House 35,1642,1
26.776855677991769,Machado House 39,1643,2
26.795522013948524,Machado House 30,1644,2
26.795522013948524,Machado House 38,1645,1
26.795522013948524,Perkins Hall 215,1646,1
26.814175355583846,New Pembroke #3 213,1647,2
26.832815729997478,New Pembroke #3 310,1648,2
26.832815729997478,New Pembroke #4 201,1649,2
26.832815729997478,New Pembroke #4 409,1650,2
26.832815729997478,Perkins Hall 133,1651,2
26.851443164195103,Perkins Hall 4,1652,2
26.851443164195103,Perkins Hall 5,1653,2
26.851443164195103,Perkins Hall 6,1654,2
26.851443164195103,Perkins Hall 7,1655,2
26.870057685088806,Fake Building 19,1656,1
26.870057685088806,New Pembroke #3 115,1657,2
26.888659319497503,New Pembroke #3 202,1658,2
26.888659319497503,New Pembroke #3 211,1659,2
26.888659319497503,New Pembroke #3 302,1660,2
26.888659319497503,New Pembroke #3 308,1661,2
26.90724809414742,New Pembroke #4 310,1662,2
26.92582403567252,Chapin House 302,1663,2
26.92582403567252,Chapin House 304,1664,2
26.92582403567252,New Pembroke #3 102,1665,2
26.944387170614959,Machado House 326,1666,2
26.962937525425527,New Pembroke #3 110,1667,2
26.962937525425527,New Pembroke #3 113,1668,2
26.981475126464083,Chapin House 308,1669,2
26.981475126464083,New Pembroke #3 107,1670,2
26.981475126464083,New Pembroke #3 108,1671,2
27.055498516937366,New Pembroke #4 311,1672,2
27.073972741361768,Perkins Hall 224,1673,2
27.073972741361768,Perkins Hall 236,1674,2
27.073972741361768,Perkins Hall 237,1675,2
27.092434368288131,New Pembroke #3 117,1676,2
27.092434368288131,New Pembroke #4 316,1677,1
27.092434368288131,New Pembroke #4 318,1678,2
27.110883423451916,Perkins Hall 114,1679,2
27.110883423451916,Perkins Hall 115,1680,2
27.129319932501073,Fake Building 2,1681,1
27.129319932501073,Fake Building 20,1682,1
27.129319932501073,Fake Building 21,1683,1
27.129319932501073,Fake Building 22,1684,1
27.129319932501073,New Pembroke #4 213,1685,2
27.147743920996454,New Pembroke #4 408,1686,2
27.166155414412248,New Pembroke #4 308,1687,2
27.166155414412248,New Pembroke #4 317,1688,2
27.166155414412248,New Pembroke #4 319,1689,2
27.184554438136374,Perkins Hall 121,1690,2
27.184554438136374,Perkins Hall 123,1691,2
27.239676943752471,Perkins Hall 137,1692,2
27.239676943752471,Perkins Hall 138,1693,2
27.239676943752471,Perkins Hall 139,1694,2
27.258026340878022,New Pembroke #4 416,1695,2
27.258026340878022,New Pembroke #4 418,1696,2
27.294688127912362,Perkins Hall 116,1697,2
27.294688127912362,Perkins Hall 117,1698,2
27.313000567495326,New Pembroke #4 410,1699,2
27.313000567495326,New Pembroke #4 417,1700,2
27.331300737432898,Perkins Hall 113,1701,2
27.331300737432898,Perkins Hall 221,1702,2
27.331300737432898,Perkins Hall 230,1703,2
27.331300737432898,Perkins Hall 3,1704,2
27.349588662354687,New Pembroke #3 210,1705,2
27.349588662354687,Perkins Hall 239,1706,2
27.349588662354687,Perkins Hall 240,1707,2
27.440845468024488,New Pembroke #4 419,1708,2
27.440845468024488,Perkins Hall 234,1709,2
27.440845468024488,Perkins Hall 235,1710,2
27.477263328068172,Perkins Hall 11,1711,2
27.477263328068172,Perkins Hall 12,1712,2
27.477263328068172,Perkins Hall 14,1713,2
27.495454169735041,Perkins Hall 344,1714,2
27.513632984395208,Perkins Hall 118,1715,2
27.513632984395208,Perkins Hall 119,1716,2
27.513632984395208,Perkins Hall 136,1717,2
27.54995462791182,Perkins Hall 125,1718,2
27.54995462791182,Perkins Hall 126,1719,2
27.568097504180443,Perkins Hall 103,1720,2
27.568097504180443,Perkins Hall 122,1721,2
27.568097504180443,Perkins Hall 132,1722,2
27.586228448267445,Perkins Hall 324,1723,2
27.640549922170507,Perkins Hall 2,1724,2
27.658633371878661,Perkins Hall 130,1725,2
27.658633371878661,Perkins Hall 131,1726,2
27.694764848252458,Perkins Hall 336,1727,2
27.730849247724095,Perkins Hall 127,1728,2
27.730849247724095,Perkins Hall 128,1729,2
27.784887978899608,Perkins Hall 321,1730,2
27.856776554368238,Perkins Hall 216,1731,2
27.856776554368238,Perkins Hall 244,1732,2
27.892651361962706,Perkins Hall 315,1733,2
27.892651361962706,Perkins Hall 331,1734,2
27.892651361962706,Perkins Hall 339,1735,2
27.892651361962706,Perkins Hall 340,1736,2
27.928480087537881,Perkins Hall 225,1737,2
27.928480087537881,Perkins Hall 226,1738,2
27.946377224964241,Perkins Hall 337,1739,2
27.946377224964241,Perkins Hall 338,1740,2
27.964262908219126,Perkins Hall 343,1741,2
28.035691537752374,Perkins Hall 325,1742,2
28.035691537752374,Perkins Hall 329,1743,2
28.071337695236398,Perkins Hall 220,1744,2
