Number,Residence Hall,Room,Occupancy,Time
1,Minden,409,1,2007-04-10 06:35:00
2,Metcalf,104,1,2007-04-10 06:35:13
3,Minden,609,1,2007-04-10 06:35:21
4,East Andrews,208,1,2007-04-10 06:35:34
5,Hegeman,A202,1,2007-04-10 06:35:44
6,Pass,,,2007-04-10 06:36:06
7,Minden,209,1,2007-04-10 06:36:23
8,Minden,305,1,2007-04-10 06:36:31
9,Slater Hall,205,1,2007-04-10 06:36:41
10,Metcalf,107,1,2007-04-10 06:37:10
10,Metcalf,109,1,2007-04-10 06:37:13
11,East Andrews,306,1,2007-04-10 06:37:23
12,Minden,805,1,2007-04-10 06:37:36
13,Metcalf,220,1,2007-04-10 06:38:23
14,No Show,,,2007-04-10 06:38:43
15,Metcalf,204,1,2007-04-10 06:38:49
16,West Andrews,305,1,2007-04-10 06:39:03
17,Minden,705,1,2007-04-10 06:39:17
18,No Show,,,2007-04-10 06:40:15
19,West Andrews,401,1,2007-04-10 06:40:23
20,No Show,,,2007-04-10 06:40:25
21,Gregorian Quad B,401B,1,2007-04-10 06:40:51
22,Minden,814,2,2007-04-10 06:41:46
23,Gregorian Quad B,401C,1,2007-04-10 06:41:56
24,West Andrews,419,1,2007-04-10 06:42:08
25,Hope College,314,1,2007-04-10 06:42:18
26,Metcalf,200,1,2007-04-10 06:42:28
27,East Andrews,308,1,2007-04-10 06:42:33
28,West Andrews,317,1,2007-04-10 06:42:43
29,Metcalf,121,1,2007-04-10 06:42:51
30,Hegeman,E114,1,2007-04-10 06:43:04
31,Gregorian Quad A,305,3,2007-04-10 06:43:23
32,Gregorian Quad A,405,3,2007-04-10 06:43:34
33,Gregorian Quad B,402B,1,2007-04-10 06:43:50
34,West Andrews,217,1,2007-04-10 06:44:04
35,Gregorian Quad B,402A,1,2007-04-10 06:44:21
35,Gregorian Quad B,402C,1,2007-04-10 06:44:40
36,Young Orchard #2,330,4,2007-04-10 06:45:18
37,Metcalf,212,1,2007-04-10 06:45:32
38,Gregorian Quad B,403F,1,2007-04-10 06:46:32
39,Metcalf,201,1,2007-04-10 06:46:51
40,Wayland House,320,1,2007-04-10 06:47:05
41,East Andrews,406,1,2007-04-10 06:48:41
42,East Andrews,206,1,2007-04-10 06:50:02
43,Young Orchard #2,230,4,2007-04-10 06:50:17
44,East Andrews,320,1,2007-04-10 06:50:25
45,Emery,207,1,2007-04-10 06:50:42
46,Metcalf,411,1,2007-04-10 06:50:58
47,Gregorian Quad B,401F,1,2007-04-10 06:51:17
48,East Andrews,360,1,2007-04-10 06:52:32
49,Metcalf,206,1,2007-04-10 06:52:58
49,Metcalf,210,1,2007-04-10 06:53:04
50,East Andrews,222,1,2007-04-10 06:53:13
51,Gregorian Quad B,402F,1,2007-04-10 06:53:28
52,East Andrews,220,1,2007-04-10 06:53:41
53,West Andrews,219,1,2007-04-10 06:54:19
54,Metcalf,215,1,2007-04-10 06:54:32
55,Plantations House,303,1,2007-04-10 06:54:50
56,Morris Hall,120,2,2007-04-10 06:55:00
57,West Andrews,301,1,2007-04-10 06:55:23
57,West Andrews,303,1,2007-04-10 06:55:20
58,East Andrews,420,1,2007-04-10 06:55:46
59,East Andrews,204,1,2007-04-10 06:55:58
60,Barbour Hall Apartments,140,4,2007-04-10 06:56:10
61,Gregorian Quad A,207,5,2007-04-10 06:56:30
62,Wayland House,323,1,2007-04-10 06:56:58
63,Gregorian Quad A,205,3,2007-04-10 06:57:12
64,East Andrews,210,1,2007-04-10 06:57:21
65,Barbour Hall Apartments,340,4,2007-04-10 06:57:32
66,West Andrews,457,1,2007-04-10 06:57:56
67,Wayland House,318,1,2007-04-10 06:58:51
68,Metcalf,216,1,2007-04-10 06:59:11
69,Metcalf,214,1,2007-04-10 06:59:19
70,Gregorian Quad B,401A,1,2007-04-10 07:00:07
70,Gregorian Quad B,401D,1,2007-04-10 07:00:10
71,Minden,301,3,2007-04-10 07:00:23
72,Chapin House,320,1,2007-04-10 07:00:42
73,Gregorian Quad A,408C,1,2007-04-10 07:01:09
73,Gregorian Quad A,408D,1,2007-04-10 07:01:12
73,Gregorian Quad A,408E,1,2007-04-10 07:01:18
74,Gregorian Quad B,403A,1,2007-04-10 07:02:40
74,Gregorian Quad B,405B,1,2007-04-10 07:02:46
75,Metcalf,211,1,2007-04-10 07:03:08
76,No Show,,,2007-04-10 07:03:21
77,Barbour Hall Apartments,40,4,2007-04-10 07:03:46
78,Metcalf,203,1,2007-04-10 07:04:00
79,Gregorian Quad B,106,4,2007-04-10 07:04:09
80,Plantations House,206,1,2007-04-10 07:04:21
81,Young Orchard #2,410,4,2007-04-10 07:04:45
81,Young Orchard #2,430,4,2007-04-10 07:04:49
81,Young Orchard #2,440,4,2007-04-10 07:04:53
82,Young Orchard #2,310,4,2007-04-10 07:05:04
83,West Andrews,357,1,2007-04-10 07:05:22
83,West Andrews,359,1,2007-04-10 07:05:25
84,Grad Center B,330,4,2007-04-10 07:05:53
85,Hegeman,E214,2,2007-04-10 07:06:02
86,Gregorian Quad A,208,5,2007-04-10 07:06:25
87,Drop to 106,,,2007-04-10 07:07:07
88,Young Orchard #4,440,4,2007-04-10 07:07:19
89,Metcalf,110,1,2007-04-10 07:07:32
89,Metcalf,111,1,2007-04-10 07:07:33
89,Metcalf,112,1,2007-04-10 07:07:36
90,Gregorian Quad A,408B,1,2007-04-10 07:07:49
90,Gregorian Quad A,409B,1,2007-04-10 07:07:52
91,Metcalf,125,1,2007-04-10 07:08:28
92,Gregorian Quad B,308,4,2007-04-10 07:08:39
93,Metcalf,222,1,2007-04-10 07:09:26
93,Metcalf,322,1,2007-04-10 07:09:30
94,Young Orchard #4,210,4,2007-04-10 07:09:45
95,Young Orchard #4,240,4,2007-04-10 07:09:58
96,Emery,107,1,2007-04-10 07:10:25
97,Young Orchard #2,210,4,2007-04-10 07:10:41
98,Gregorian Quad B,405C,1,2007-04-10 07:10:57
99,Gregorian Quad A,213,4,2007-04-10 07:11:12
100,Drop to 113,,,2007-04-10 07:11:26
101,Metcalf,400,1,2007-04-10 07:11:48
102,Young Orchard #10,220,4,2007-04-10 07:18:23
102,Young Orchard #4,230,4,2007-04-10 07:18:27
103,Young Orchard #10,310,4,2007-04-10 07:18:36
104,No Show,,,2007-04-10 07:18:42
105,Gregorian Quad B,203,4,2007-04-10 07:18:52
106,Hope College,114,1,2007-04-10 07:19:01
106,Hope College,116,1,2007-04-10 07:19:05
107,Young Orchard #4,330,4,2007-04-10 07:19:14
108,West Andrews,257,1,2007-04-10 07:19:23
109,Young Orchard #10,340,4,2007-04-10 07:19:31
110,Gregorian Quad A,409D,1,2007-04-10 07:19:39
110,Gregorian Quad A,409E,1,2007-04-10 07:19:43
110,Gregorian Quad A,409F,1,2007-04-10 07:19:47
111,Young Orchard #10,240,4,2007-04-10 07:20:12
112,Gregorian Quad A,410A,1,2007-04-10 07:20:46
112,Gregorian Quad A,410D,1,2007-04-10 07:20:50
113,Gregorian Quad B,405A,2,2007-04-10 07:21:39
113,Young Orchard #2,320,4,2007-04-10 07:21:21
113,Young Orchard #2,340,4,2007-04-10 07:21:23
114,West Andrews,205,1,2007-04-10 07:22:27
114,West Andrews,255,1,2007-04-10 07:22:30
115,Minden,812,2,2007-04-10 07:22:44
116,Young Orchard #4,310,4,2007-04-10 07:23:11
117,Gregorian Quad B,304,4,2007-04-10 07:23:33
117,Gregorian Quad B,306,4,2007-04-10 07:23:36
118,West Andrews,417,1,2007-04-10 07:23:47
119,Metcalf,208,1,2007-04-10 07:24:30
120,Gregorian Quad B,310,4,2007-04-10 07:25:38
120,Gregorian Quad B,405F,1,2007-04-10 07:25:48
121,Young Orchard #4,320,4,2007-04-10 07:26:06
122,East Andrews,322,1,2007-04-10 07:26:18
123,Wayland House,326,1,2007-04-10 07:26:39
123,Wayland House,327,1,2007-04-10 07:26:43
124,Young Orchard #4,420,4,2007-04-10 07:26:53
125,Gregorian Quad B,207,5,2007-04-10 07:27:07
126,Gregorian Quad A,409A,1,2007-04-10 07:27:23
127,East Andrews,358,1,2007-04-10 07:27:36
128,Young Orchard #4,340,4,2007-04-10 07:27:57
129,East Andrews,408,1,2007-04-10 07:28:08
130,Minden,715,3,2007-04-10 07:28:22
131,Gregorian Quad A,409C,1,2007-04-10 07:28:54
132,Metcalf,116,1,2007-04-10 07:29:22
132,Metcalf,123,1,2007-04-10 07:29:25
133,East Andrews,458,1,2007-04-10 07:29:43
134,Young Orchard #4,430,4,2007-04-10 07:29:58
135,East Andrews,422,1,2007-04-10 07:30:15
135,West Andrews,403,1,2007-04-10 07:30:21
135,West Andrews,405,1,2007-04-10 07:30:23
136,East Andrews,456,1,2007-04-10 07:30:55
137,Gregorian Quad B,204,4,2007-04-10 07:31:07
138,Sears House,309,1,2007-04-10 07:31:18
139,Gregorian Quad A,301,4,2007-04-10 07:31:32
139,Gregorian Quad A,306,4,2007-04-10 07:31:34
140,Woolley,329,1,2007-04-10 07:31:49
141,Young Orchard #10,230,4,2007-04-10 07:31:55
142,Champlin,406,1,2007-04-10 07:32:13
143,Young Orchard #2,420,4,2007-04-10 07:33:02
144,Gregorian Quad A,404,4,2007-04-10 07:33:20
145,No Show,,,2007-04-10 07:33:35
146,Young Orchard #10,210,4,2007-04-10 07:33:48
147,Plantations House,304,1,2007-04-10 07:34:03
148,East Andrews,258,1,2007-04-10 07:34:27
149,Drop to 229,,,2007-04-10 07:34:40
150,Young Orchard #10,410,4,2007-04-10 07:34:47
151,No Show,,,2007-04-10 07:35:12
152,Young Orchard #4,110,4,2007-04-10 07:35:19
153,Gregorian Quad B,307,5,2007-04-10 07:35:33
154,East Andrews,260,1,2007-04-10 07:35:53
155,West Andrews,355,1,2007-04-10 07:36:02
156,Wayland House,230,1,2007-04-10 07:36:25
157,Gregorian Quad A,410F,1,2007-04-10 07:37:02
158,East Andrews,462,1,2007-04-10 07:37:37
159,Hope College,308,1,2007-04-10 07:37:57
159,Hope College,316,1,2007-04-10 07:39:02
160,West Andrews,407,1,2007-04-10 07:39:24
160,West Andrews,453,1,2007-04-10 07:39:19
160,West Andrews,455,1,2007-04-10 07:39:20
161,Sears House,310,1,2007-04-10 07:39:40
162,Hope College,414,1,2007-04-10 07:39:53
163,Gregorian Quad B,405D,1,2007-04-10 07:40:49
163,Gregorian Quad B,405E,1,2007-04-10 07:40:41
164,Plantations House,101,1,2007-04-10 07:41:46
164,Plantations House,204,1,2007-04-10 07:41:50
165,Hope College,406,1,2007-04-10 07:42:05
165,Hope College,408,1,2007-04-10 07:42:08
166,No Show,,,2007-04-10 07:42:29
167,West Andrews,259,1,2007-04-10 07:42:44
168,East Andrews,262,1,2007-04-10 07:42:59
169,West Andrews,207,1,2007-04-10 07:43:31
170,New Pembroke #4,227,1,2007-04-10 07:43:50
171,Young Orchard #4,410,4,2007-04-10 07:45:41
172,Metcalf,309,1,2007-04-10 07:45:52
172,Metcalf,310,1,2007-04-10 07:45:55
173,Gregorian Quad A,410E,1,2007-04-10 07:46:23
174,Hope College,206,1,2007-04-10 07:46:37
175,Metcalf,217,1,2007-04-10 07:46:48
176,West Andrews,203,1,2007-04-10 07:46:59
177,Gregorian Quad A,410B,1,2007-04-10 07:47:15
178,No Show,,,2007-04-10 07:47:34
179,West Andrews,253,1,2007-04-10 07:47:52
180,West Andrews,307,1,2007-04-10 07:48:23
180,West Andrews,353,1,2007-04-10 07:48:20
181,Hegeman,B306,3,2007-04-10 07:49:02
182,Machado,124,1,2007-04-10 07:49:19
183,Bronson House,304,1,2007-04-10 07:49:49
184,Metcalf,311,1,2007-04-10 07:50:02
184,Metcalf,317,1,2007-04-10 07:50:03
184,Metcalf,323,1,2007-04-10 07:50:07
184,Metcalf,406,1,2007-04-10 07:50:08
184,Metcalf,408,1,2007-04-10 07:50:12
185,Gregorian Quad A,410C,1,2007-04-10 07:50:32
186,East Andrews,356,1,2007-04-10 07:50:57
186,East Andrews,362,1,2007-04-10 07:51:01
186,East Andrews,404,1,2007-04-10 07:50:53
186,East Andrews,410,1,2007-04-10 07:50:49
187,Woolley,223,1,2007-04-10 07:51:32
188,Champlin,423,1,2007-04-10 07:51:42
189,No Show,,,2007-04-10 07:52:04
190,No Show,,,2007-04-10 07:52:25
191,Gregorian Quad B,402E,1,2007-04-10 07:52:35
192,Minden,407,2,2007-04-10 07:52:53
193,Metcalf,202,1,2007-04-10 07:53:05
194,Gregorian Quad B,403E,1,2007-04-10 07:53:29
195,No Show,,,2007-04-10 07:53:49
196,Wayland House,330,1,2007-04-10 07:54:08
197,Gregorian Quad B,206,4,2007-04-10 07:54:16
198,No Show,,,2007-04-10 07:54:34
199,West Andrews,459,1,2007-04-10 07:54:50
200,No Show,,,2007-04-10 07:55:11
201,Sears House,306A,1,2007-04-10 07:55:44
202,Metcalf,209,1,2007-04-10 07:56:03
203,Gregorian Quad B,403D,1,2007-04-10 07:56:30
204,Gregorian Quad A,310,5,2007-04-10 07:56:44
205,East Andrews,304,1,2007-04-10 07:57:00
206,Gregorian Quad A,307,5,2007-04-10 07:57:09
207,East Andrews,460,1,2007-04-10 07:57:38
208,Emery,101,1,2007-04-10 07:57:58
209,New Pembroke #4,320,1,2007-04-10 07:58:10
210,Mead House,231,1,2007-04-10 07:58:19
211,Hope College,214,1,2007-04-10 07:58:32
212,Champlin,114,1,2007-04-10 07:58:45
213,Sears House,114A,1,2007-04-10 08:02:48
214,Emery,220,1,2007-04-10 08:02:55
215,Wayland House,232,1,2007-04-10 08:03:01
216,Young Orchard #10,320,4,2007-04-10 08:03:06
217,Gregorian Quad A,209,4,2007-04-10 08:03:48
218,Minden,809,2,2007-04-10 08:04:04
219,Champlin,103,1,2007-04-10 08:04:23
219,Champlin,206,1,2007-04-10 08:04:25
220,Emery,201,1,2007-04-10 08:04:37
221,No Show,,,2007-04-10 08:04:53
222,Young Orchard #10,330,4,2007-04-10 08:05:12
223,Minden,607,2,2007-04-10 08:05:22
224,Emery,217,1,2007-04-10 08:05:32
225,Wayland House,212,1,2007-04-10 08:07:24
225,Wayland House,213,1,2007-04-10 08:07:27
226,Minden,707,2,2007-04-10 08:08:35
227,Hegeman,A201,3,2007-04-10 08:08:41
228,Poland House,332,1,2007-04-10 08:09:04
228,Poland House,334,1,2007-04-10 08:09:07
229,Gregorian Quad A,304,4,2007-04-10 08:09:33
230,Gregorian Quad B,402D,1,2007-04-10 08:09:43
231,No Show,,,2007-04-10 08:10:02
232,Gregorian Quad A,201,4,2007-04-10 08:10:15
233,Archibald House,307,1,2007-04-10 08:10:32
234,Gregorian Quad B,401E,1,2007-04-10 08:10:46
235,Gregorian Quad A,303,4,2007-04-10 08:11:03
236,Jameson House,219,1,2007-04-10 08:11:17
237,Slater Hall,302,2,2007-04-10 08:11:28
238,Sears House,114B,1,2007-04-10 08:11:43
239,Young Orchard #10,430,4,2007-04-10 08:11:57
240,Wayland House,322,1,2007-04-10 08:12:21
241,Emery,104,1,2007-04-10 08:12:51
242,Barbour Hall Apartments,110,3,2007-04-10 08:13:29
243,Young Orchard #10,420,4,2007-04-10 08:13:40
244,Gregorian Quad A,402,4,2007-04-10 08:14:00
245,Sears House,221,1,2007-04-10 08:14:11
246,Hegeman,B204,3,2007-04-10 08:14:32
246,Hegeman,B205,2,2007-04-10 08:14:28
247,Gregorian Quad B,201,4,2007-04-10 08:14:44
247,Wayland House,218,1,2007-04-10 08:14:58
248,Gregorian Quad B,302,4,2007-04-10 08:15:18
249,Emery,117,1,2007-04-10 08:15:38
250,Miller,105,2,2007-04-10 08:15:48
251,Young Orchard #4,120,4,2007-04-10 08:16:07
252,Sears House,312,1,2007-04-10 08:16:55
253,Gregorian Quad A,308,5,2007-04-10 08:17:19
254,Hegeman,A101,3,2007-04-10 08:17:32
255,Gregorian Quad A,212,4,2007-04-10 08:17:45
256,No Show,,,2007-04-10 08:18:01
257,Machado,122,1,2007-04-10 08:18:12
258,Gregorian Quad B,208,4,2007-04-10 08:18:25
258,Gregorian Quad B,210,4,2007-04-10 08:18:28
259,Gregorian Quad A,312,4,2007-04-10 08:19:08
259,New Pembroke #4,427,1,2007-04-10 08:19:21
260,Emery,120,1,2007-04-10 08:19:41
261,Emery,204,1,2007-04-10 08:20:05
262,Goddard House,315,1,2007-04-10 08:20:42
263,Minden,306,2,2007-04-10 08:20:56
263,Minden,307,2,2007-04-10 08:20:57
263,Minden,308,2,2007-04-10 08:21:00
264,Wayland House,400A,7,2007-04-10 08:21:14
265,Hegeman,E215,3,2007-04-10 08:21:26
266,Wayland House,332,1,2007-04-10 08:22:23
267,Young Orchard #10,120,4,2007-04-10 08:22:35
268,Hegeman,C208,3,2007-04-10 08:22:49
268,Hegeman,C209,3,2007-04-10 08:22:53
269,Machado,120,1,2007-04-10 08:23:06
270,Gregorian Quad A,210,5,2007-04-10 08:23:16
270,Gregorian Quad A,401,4,2007-04-10 08:23:20
271,Gregorian Quad B,107,5,2007-04-10 08:23:35
272,Gregorian Quad A,214,4,2007-04-10 08:23:46
273,Wayland House,237,1,2007-04-10 08:24:01
274,Goddard House,321,1,2007-04-10 08:24:29
275,Young Orchard #10,110,4,2007-04-10 08:24:43
276,Gregorian Quad B,202,4,2007-04-10 08:24:54
277,Minden,207,2,2007-04-10 08:25:07
278,Hegeman,E212,2,2007-04-10 08:25:16
279,Gregorian Quad B,405,2,2007-04-10 08:25:41
280,Emery,420,1,2007-04-10 08:25:58
281,Machado,125,1,2007-04-10 08:26:09
282,Woolley,306,1,2007-04-10 08:26:20
283,Gregorian Quad A,314,4,2007-04-10 08:26:47
284,Minden,208,2,2007-04-10 08:27:00
285,Goddard House,312,1,2007-04-10 08:27:12
286,Gregorian Quad A,204,4,2007-04-10 08:27:25
286,Gregorian Quad A,206,4,2007-04-10 08:27:27
287,Wayland House,346,1,2007-04-10 08:27:38
288,Hegeman,E113,3,2007-04-10 08:27:47
289,Hegeman,B206,3,2007-04-10 08:27:55
290,Gregorian Quad B,303,4,2007-04-10 08:28:08
291,Gregorian Quad A,406,4,2007-04-10 08:28:22
292,Hegeman,C401,3,2007-04-10 08:28:52
293,Hegeman,B107,3,2007-04-10 08:29:11
293,Hegeman,B207,2,2007-04-10 08:29:09
294,Goddard House,319,1,2007-04-10 08:29:40
295,Archibald House,418,1,2007-04-10 08:30:39
295,Young Orchard #2,120,4,2007-04-10 08:30:17
296,Wayland House,304,1,2007-04-10 08:30:52
297,Gregorian Quad A,202,4,2007-04-10 08:31:04
298,Minden,401,3,2007-04-10 08:31:28
298,Minden,415,3,2007-04-10 08:31:25
298,Minden,806,2,2007-04-10 08:31:34
299,Jameson House,7,1,2007-04-10 08:33:02
299,Slater Hall,401,3,2007-04-10 08:32:54
300,Young Orchard #2,110,4,2007-04-10 08:33:20
301,No Show,,,2007-04-10 08:33:37
302,Barbour Hall Apartments,130,3,2007-04-10 08:33:48
302,Barbour Hall Apartments,230,3,2007-04-10 08:33:52
303,Gregorian Quad B,305,4,2007-04-10 08:33:59
304,Gregorian Quad A,203,4,2007-04-10 08:35:14
304,Gregorian Quad A,302,4,2007-04-10 08:35:17
305,Hegeman,E116,3,2007-04-10 08:35:37
306,Hegeman,B106,3,2007-04-10 08:36:23
306,Minden,408,2,2007-04-10 08:35:57
307,Minden,215,3,2007-04-10 08:36:38
308,Minden,508,2,2007-04-10 08:36:51
309,Gregorian Quad B,301,4,2007-04-10 08:37:01
310,Gregorian Quad B,404,4,2007-04-10 08:37:12
311,Gregorian Quad A,309,4,2007-04-10 08:37:39
312,Wayland House,313,1,2007-04-10 08:38:23
313,Gregorian Quad A,403,4,2007-04-10 08:39:22
313,Gregorian Quad A,407,4,2007-04-10 08:39:14
313,Sears House,320,1,2007-04-10 08:39:31
313,Sears House,321,1,2007-04-10 08:39:34
314,Gregorian Quad A,211,4,2007-04-10 08:40:01
315,Sears House,222,1,2007-04-10 08:40:14
316,Gregorian Quad B,110,4,2007-04-10 08:40:34
317,Hegeman,D403,3,2007-04-10 08:40:48
317,Hegeman,D404,3,2007-04-10 08:40:51
318,Chapin House,114B,1,2007-04-10 08:41:15
318,Goddard House,317,1,2007-04-10 08:41:13
318,Gregorian Quad B,102,4,2007-04-10 08:41:09
318,Poland House,319,1,2007-04-10 08:41:24
319,Gregorian Quad B,108,4,2007-04-10 08:41:58
320,Slater Hall,402,2,2007-04-10 08:42:08
321,Gregorian Quad B,104,4,2007-04-10 08:42:18
322,Grad Center C,110,4,2007-04-10 08:42:34
323,Hegeman,D310,3,2007-04-10 08:43:11
324,Hegeman,E213,3,2007-04-10 08:43:20
325,Goddard House,310,1,2007-04-10 08:43:32
325,Goddard House,314,1,2007-04-10 08:43:35
325,Goddard House,316,1,2007-04-10 08:43:33
325,Goddard House,318,1,2007-04-10 08:43:38
326,Hegeman,A301,3,2007-04-10 08:44:11
326,Hegeman,A303,3,2007-04-10 08:44:13
326,Mead House,223,1,2007-04-10 08:44:22
327,Pass,,,2007-04-10 08:45:15
328,Emery,301,1,2007-04-10 08:45:30
329,Emery,304,1,2007-04-10 08:46:13
329,Emery,401,1,2007-04-10 08:46:20
329,Emery,404,1,2007-04-10 08:46:21
329,Woolley,229,1,2007-04-10 08:46:37
329,Woolley,307,1,2007-04-10 08:45:48
329,Woolley,406,1,2007-04-10 08:45:52
329,Woolley,407,1,2007-04-10 08:45:54
329,Woolley,416,1,2007-04-10 08:46:53
330,Poland House,210,1,2007-04-10 08:47:42
331,Morris Hall,201,6,2007-04-10 08:47:48
332,Grad Center B,440,5,2007-04-10 08:48:03
333,Minden,501,3,2007-04-10 08:48:18
334,Goddard House,214,1,2007-04-10 08:48:33
335,Machado,121,1,2007-04-10 08:49:16
335,Poland House,202,1,2007-04-10 08:49:30
335,Poland House,203,1,2007-04-10 08:49:31
335,Poland House,204,1,2007-04-10 08:49:34
335,Woolley,129,1,2007-04-10 08:48:52
335,Woolley,316,1,2007-04-10 08:49:04
335,Woolley,318,1,2007-04-10 08:49:01
336,Hegeman,C308,3,2007-04-10 08:50:19
336,Hegeman,D211,3,2007-04-10 08:50:23
336,Hegeman,D309,3,2007-04-10 08:50:16
336,Sears House,319,1,2007-04-10 08:50:06
337,Hegeman,B304,3,2007-04-10 08:50:57
338,Barbour Hall Apartments,170,4,2007-04-10 08:52:21
338,Goddard House,306A,1,2007-04-10 08:51:20
338,Minden,815,3,2007-04-10 08:51:16
339,Grad Center C,420,5,2007-04-10 08:53:08
340,Poland House,207,1,2007-04-10 08:53:14
341,Archibald House,301,1,2007-04-10 08:53:32
341,Archibald House,302,1,2007-04-10 08:53:33
341,Archibald House,303,1,2007-04-10 08:53:33
341,Archibald House,304,1,2007-04-10 08:53:36
342,Emery,309,1,2007-04-10 08:53:57
343,Pass,,,2007-04-10 08:53:59
344,Minden,506,2,2007-04-10 08:54:19
344,Minden,507,3,2007-04-10 08:54:16
345,Woolley,106,1,2007-04-10 08:54:37
345,Woolley,107,1,2007-04-10 08:54:34
345,Woolley,113,1,2007-04-10 08:54:33
345,Woolley,115,1,2007-04-10 08:54:32
346,Hegeman,A203,3,2007-04-10 08:55:12
347,Grad Center A,410,5,2007-04-10 08:55:24
348,No Show,,,2007-04-10 08:55:42
349,Poland House,321,1,2007-04-10 08:55:58
349,Poland House,323,1,2007-04-10 08:56:36
349,Poland House,324,1,2007-04-10 08:56:41
349,Poland House,325,1,2007-04-10 08:55:59
349,Poland House,327,1,2007-04-10 08:56:00
349,Poland House,336,1,2007-04-10 08:56:39
349,Poland House,338,1,2007-04-10 08:56:05
350,Minden,706,2,2007-04-10 08:57:10
350,Minden,708,2,2007-04-10 08:57:13
351,Goddard House,331,1,2007-04-10 08:57:22
352,Hegeman,B104,3,2007-04-10 08:57:31
353,Hegeman,C108,3,2007-04-10 08:57:46
353,Hegeman,C109,3,2007-04-10 08:57:59
354,Chapin House,322,1,2007-04-10 08:59:54
354,Woolley,415,1,2007-04-10 08:59:00
354,Woolley,418,1,2007-04-10 08:59:18
354,Woolley,419,1,2007-04-10 08:59:21
354,Woolley,423,1,2007-04-10 08:59:05
355,Hegeman,A103,3,2007-04-10 09:00:19
356,Archibald House,306,1,2007-04-10 09:00:34
357,Mead House,218,1,2007-04-10 09:00:47
358,Barbour Hall Apartments,50,3,2007-04-10 09:01:00
358,Barbour Hall Apartments,160,5,2007-04-10 09:01:04
359,Hegeman,D111,3,2007-04-10 09:01:24
360,Goddard House,216,1,2007-04-10 09:02:20
361,Woolley,216,1,2007-04-10 09:02:26
362,Goddard House,212,1,2007-04-10 09:02:40
363,Hegeman,E112,3,2007-04-10 09:02:54
364,Plantations House,102,2,2007-04-10 09:03:41
364,Plantations House,202,2,2007-04-10 09:03:42
364,Plantations House,203,2,2007-04-10 09:03:43
364,Plantations House,301,3,2007-04-10 09:03:45
365,No Show,,,2007-04-10 09:03:59
366,Sears House,226A,1,2007-04-10 09:04:10
367,Minden,606,2,2007-04-10 09:04:22
367,Minden,608,2,2007-04-10 09:04:24
368,Hegeman,D110,3,2007-04-10 09:04:34
369,Sears House,226B,1,2007-04-10 09:04:43
370,Emery,317,1,2007-04-10 09:05:04
370,Emery,409,1,2007-04-10 09:04:57
370,Emery,411,1,2007-04-10 09:04:58
370,Emery,417,1,2007-04-10 09:04:59
371,No Show,,,2007-04-10 09:05:32
372,Goddard House,113,1,2007-04-10 09:05:48
372,Goddard House,115,1,2007-04-10 09:05:48
372,Goddard House,116,1,2007-04-10 09:05:49
372,Goddard House,117,1,2007-04-10 09:05:53
373,No Show,,,2007-04-10 09:06:34
374,Minden,206,2,2007-04-10 09:06:41
374,Minden,406,2,2007-04-10 09:06:44
375,Mead House,216,1,2007-04-10 09:06:56
375,Mead House,225,1,2007-04-10 09:06:58
375,Mead House,227,1,2007-04-10 09:07:00
375,Mead House,229,1,2007-04-10 09:07:03
376,Grad Center A,510,5,2007-04-10 09:07:13
377,Poland House,201,1,2007-04-10 09:07:27
377,Poland House,205,1,2007-04-10 09:07:28
377,Poland House,208,1,2007-04-10 09:07:31
378,Archibald House,217,1,2007-04-10 09:09:24
378,Archibald House,218,1,2007-04-10 09:09:25
378,Archibald House,221,1,2007-04-10 09:10:31
378,New Pembroke #3,105,1,2007-04-10 09:10:03
378,Woolley,119,1,2007-04-10 09:08:58
379,Bronson House,403,1,2007-04-10 09:10:56
